Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
3233,2,1,1,3,4,Eastside,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,547133.05
4363,3,1,3,3,31,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,1119714.44
4514,5,2,3,3,36,Midtown,Furnished,Yes,No,Yes,No,No,No,1272017.08
3401,3,4,1,0,25,Downtown,Furnished,Yes,No,Yes,Yes,Yes,Yes,1094003.9
2186,2,1,2,1,38,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,300467.86
3509,2,2,1,1,24,Southend,Furnished,Yes,Yes,No,Yes,No,No,576997.68
654,2,2,3,1,46,Uptown,Furnished,Yes,No,No,Yes,No,No,277332.68
3037,2,4,3,1,44,Lakeview,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,826670.23
1909,4,4,3,1,41,Suburban,Furnished,Yes,No,No,Yes,No,No,303723.79
4557,5,4,2,1,23,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,1165125.08
1284,2,1,1,3,33,Midtown,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,397174.67
3675,4,3,1,1,49,Eastside,Unfurnished,Yes,No,Yes,No,No,No,501808.11
4841,6,1,2,2,15,Midtown,Unfurnished,Yes,No,No,No,Yes,No,1060501.55
3306,2,2,2,2,18,Southend,Furnished,No,No,No,Yes,No,No,655196.19
1037,5,1,2,2,18,Rural,Furnished,Yes,No,Yes,Yes,No,No,264317.91
2341,5,3,2,3,1,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,815570.03
2955,3,1,1,1,10,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,903885.44
1024,4,4,2,1,2,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,724674.86
3450,6,1,1,2,6,Downtown,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,1256823.34
4631,5,4,2,0,47,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,1034854.11
4615,1,4,2,2,11,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,569817.0
2868,2,2,2,3,19,Westside,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,578033.63
4347,5,1,1,2,15,Southend,Semi-Furnished,Yes,No,No,No,No,Yes,765263.21
4995,6,1,3,2,30,Eastside,Unfurnished,Yes,No,No,Yes,No,No,801995.8
3201,6,1,2,2,49,Rural,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,496801.03
1471,4,3,1,0,26,Downtown,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,673010.74
1666,4,1,1,2,18,Lakeview,Furnished,Yes,No,No,No,No,No,580663.7
3274,4,1,3,1,19,Rural,Furnished,No,Yes,No,Yes,No,No,547095.85
2482,3,1,3,1,20,Suburban,Unfurnished,Yes,No,No,No,Yes,No,486424.14
1353,6,3,2,3,16,Uptown,Unfurnished,Yes,No,No,Yes,No,No,530230.75
4646,2,1,3,3,21,Northend,Semi-Furnished,Yes,No,No,Yes,No,Yes,646105.35
4236,1,4,3,1,13,Southend,Unfurnished,No,No,No,No,No,No,567903.39
4269,4,4,2,1,32,Northend,Furnished,No,Yes,Yes,No,Yes,No,618514.97
1074,2,1,1,2,9,Suburban,Semi-Furnished,No,No,No,No,No,No,232772.71
3761,4,4,1,2,43,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,504805.32
1648,4,1,3,1,40,Midtown,Furnished,No,Yes,No,Yes,Yes,No,646863.6
2215,6,3,3,2,37,Suburban,Semi-Furnished,No,Yes,No,Yes,No,No,407197.64
4354,1,2,3,2,19,Southend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,828790.44
2991,2,4,2,2,41,Rural,Furnished,No,No,Yes,Yes,Yes,Yes,450428.66
3160,4,2,1,1,25,Uptown,Furnished,No,Yes,Yes,Yes,Yes,No,897464.85
3624,6,2,1,3,12,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,600749.99
3551,3,1,1,2,45,Downtown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,880805.24
504,4,3,2,0,24,Northend,Semi-Furnished,Yes,No,No,Yes,No,Yes,285625.84
1376,6,2,3,1,1,Eastside,Furnished,Yes,Yes,No,Yes,No,Yes,363945.68
1491,2,4,1,0,27,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,314154.57
4642,5,3,3,1,22,Midtown,Unfurnished,Yes,No,Yes,No,Yes,No,1007616.01
4864,4,4,2,1,22,Northend,Furnished,Yes,No,No,Yes,Yes,Yes,854054.28
4965,3,4,3,2,1,Suburban,Semi-Furnished,No,No,No,Yes,Yes,No,956414.76
1135,3,3,2,3,18,Suburban,Semi-Furnished,Yes,No,No,No,No,No,338503.53
2193,4,4,3,3,35,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,655927.68
2182,2,1,2,2,30,Westside,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,462875.55
619,4,1,3,3,20,Westside,Semi-Furnished,Yes,No,No,No,Yes,No,349373.18
1330,3,3,1,3,5,Suburban,Unfurnished,No,No,Yes,Yes,Yes,Yes,485947.17
4175,4,4,1,0,32,Midtown,Unfurnished,Yes,Yes,No,No,Yes,No,751854.56
1869,3,2,2,1,24,Suburban,Unfurnished,Yes,No,Yes,No,Yes,No,377671.31
1240,5,3,3,2,8,Rural,Unfurnished,Yes,Yes,No,Yes,No,No,292273.64
616,4,2,2,0,22,Lakeview,Unfurnished,No,No,Yes,No,No,No,402296.72
3338,1,3,1,0,45,Downtown,Furnished,No,No,No,No,Yes,No,948292.82
1650,4,2,3,1,38,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,No,575018.59
2431,3,2,2,0,27,Suburban,Furnished,No,No,No,No,Yes,No,558015.03
1512,2,3,1,2,27,Downtown,Furnished,No,No,No,Yes,No,No,586945.82
2164,3,3,1,2,26,Midtown,Furnished,Yes,No,Yes,No,Yes,No,561075.6
1581,5,3,1,3,38,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,368723.49
1012,2,3,2,2,40,Suburban,Unfurnished,Yes,No,No,No,No,No,244194.51
3349,1,4,3,3,37,Suburban,Furnished,Yes,No,No,Yes,Yes,No,575852.74
1059,1,3,2,3,13,Suburban,Unfurnished,Yes,No,Yes,No,Yes,Yes,443791.59
4172,5,2,3,1,34,Rural,Furnished,Yes,No,No,No,No,Yes,451191.99
5083,5,2,2,1,45,Suburban,Furnished,Yes,No,Yes,Yes,Yes,No,810354.81
3843,5,4,2,3,22,Eastside,Semi-Furnished,Yes,No,No,No,No,Yes,700804.27
4570,6,3,2,1,36,Southend,Unfurnished,Yes,No,No,Yes,Yes,Yes,817568.78
1970,5,4,3,1,31,Rural,Furnished,Yes,Yes,No,No,No,No,316130.87
1080,4,4,2,3,45,Southend,Furnished,Yes,Yes,No,Yes,Yes,No,320219.72
2794,3,4,3,0,41,Midtown,Unfurnished,Yes,No,Yes,Yes,No,Yes,843033.91
3647,6,4,3,3,10,Lakeview,Furnished,Yes,No,No,Yes,No,Yes,1295193.59
4749,4,4,1,2,5,Downtown,Furnished,No,Yes,No,Yes,Yes,No,1556424.52
2179,2,4,3,1,7,Midtown,Furnished,Yes,Yes,No,Yes,No,No,559271.53
4006,1,4,1,2,28,Lakeview,Semi-Furnished,No,Yes,No,No,No,Yes,958782.78
3244,1,2,1,1,12,Midtown,Furnished,Yes,No,Yes,No,Yes,Yes,903328.22
3856,2,2,1,0,8,Suburban,Furnished,Yes,No,No,Yes,Yes,Yes,784795.16
4545,1,2,2,1,34,Eastside,Semi-Furnished,Yes,No,No,Yes,Yes,No,663507.49
1743,5,2,3,2,11,Lakeview,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,815157.88
3618,5,2,1,3,21,Eastside,Furnished,Yes,No,No,Yes,Yes,No,677135.45
2641,6,4,3,2,49,Lakeview,Semi-Furnished,Yes,No,No,Yes,Yes,No,908638.18
3559,5,4,2,2,10,Northend,Unfurnished,Yes,No,No,No,No,Yes,508294.75
5048,2,2,1,1,14,Uptown,Unfurnished,No,No,No,No,No,No,1193286.35
3459,3,3,1,2,14,Southend,Furnished,Yes,No,Yes,Yes,Yes,Yes,785828.57
2765,2,2,1,0,19,Eastside,Unfurnished,Yes,No,No,Yes,No,Yes,359038.63
2979,3,4,1,3,46,Westside,Furnished,Yes,Yes,No,No,Yes,No,628995.63
5146,1,3,1,3,25,Northend,Furnished,Yes,No,Yes,Yes,Yes,Yes,886135.56
2135,6,1,2,1,26,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,745839.98
2257,1,2,1,2,36,Rural,Semi-Furnished,Yes,No,No,Yes,No,Yes,315846.74
4952,1,3,1,3,31,Suburban,Furnished,No,No,No,Yes,No,No,660593.25
2570,3,2,1,3,6,Westside,Semi-Furnished,No,No,Yes,Yes,Yes,Yes,632842.75
3349,1,1,1,2,32,Uptown,Unfurnished,Yes,No,No,Yes,Yes,Yes,897280.2
3751,2,3,2,2,44,Eastside,Unfurnished,Yes,Yes,No,No,No,Yes,555463.47
4230,3,1,3,2,13,Midtown,Furnished,Yes,No,No,Yes,Yes,Yes,1232617.16
2989,5,1,2,1,35,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,1217790.28
2131,3,1,2,3,27,Southend,Unfurnished,Yes,Yes,Yes,No,Yes,No,514229.2
3316,2,2,2,2,14,Downtown,Unfurnished,Yes,No,No,Yes,Yes,No,779004.67
1515,6,3,1,0,26,Midtown,Semi-Furnished,Yes,Yes,Yes,Yes,No,Yes,694094.59
1848,2,4,3,0,11,Westside,Unfurnished,Yes,No,No,No,No,No,507474.07
5111,2,4,1,1,39,Westside,Unfurnished,No,Yes,Yes,Yes,No,No,768619.39
3587,1,2,1,0,12,Uptown,Semi-Furnished,No,No,No,Yes,No,Yes,805772.0
3339,6,2,2,3,34,Downtown,Furnished,No,Yes,No,Yes,Yes,No,1028321.89
835,5,1,1,0,1,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,239002.18
5092,6,2,2,2,42,Northend,Furnished,Yes,No,No,No,No,No,792393.94
1395,5,3,3,0,46,Southend,Furnished,Yes,No,Yes,Yes,No,No,330305.1
4046,4,4,3,1,11,Uptown,Unfurnished,Yes,No,No,Yes,No,Yes,1182416.7
1351,6,3,3,3,43,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,691922.39
2187,6,1,3,1,44,Southend,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,397829.68
2431,2,2,3,1,49,Uptown,Furnished,Yes,Yes,No,No,Yes,Yes,711376.15
4246,6,2,2,2,13,Suburban,Unfurnished,Yes,No,No,Yes,No,No,783286.44
2927,1,1,3,0,1,Suburban,Furnished,No,No,No,No,Yes,No,644251.96
2068,3,4,1,2,26,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,541398.0
4500,1,2,3,2,12,Southend,Furnished,Yes,Yes,No,Yes,Yes,Yes,529413.91
3238,2,1,2,1,31,Uptown,Furnished,Yes,No,Yes,Yes,No,No,676880.33
3998,1,4,3,3,32,Midtown,Semi-Furnished,No,No,No,No,No,No,902097.49
4413,6,4,3,2,46,Rural,Semi-Furnished,Yes,No,Yes,No,No,Yes,660486.93
1566,2,2,1,2,41,Rural,Furnished,Yes,Yes,No,Yes,No,No,247180.63
4880,6,3,2,2,46,Rural,Unfurnished,Yes,Yes,No,No,Yes,No,591799.23
2944,3,4,3,3,11,Rural,Semi-Furnished,Yes,No,No,No,Yes,No,397899.43
4607,3,4,2,1,46,Downtown,Furnished,Yes,No,No,No,No,Yes,1288511.17
3873,5,4,1,3,28,Midtown,Semi-Furnished,No,Yes,No,No,No,Yes,995111.9
4469,6,1,2,1,31,Rural,Unfurnished,Yes,Yes,No,No,Yes,Yes,448026.15
3046,4,4,1,1,27,Downtown,Furnished,Yes,No,No,Yes,No,No,1117033.74
1253,1,1,3,1,14,Downtown,Furnished,Yes,Yes,No,Yes,No,No,656009.33
2582,4,4,3,2,34,Suburban,Unfurnished,Yes,Yes,No,Yes,No,No,493869.76
3274,1,2,1,1,35,Uptown,Unfurnished,Yes,No,No,No,Yes,No,626486.46
3396,5,3,2,2,28,Suburban,Furnished,No,No,No,No,Yes,No,549701.74
4685,5,3,2,0,21,Midtown,Furnished,Yes,No,No,Yes,No,Yes,1161588.9
1275,3,4,3,2,22,Rural,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,289856.38
2125,3,1,3,0,47,Rural,Furnished,Yes,No,No,Yes,No,No,276252.26
3569,6,1,2,1,41,Uptown,Semi-Furnished,No,Yes,Yes,Yes,No,Yes,871061.76
917,3,3,3,3,31,Westside,Unfurnished,Yes,Yes,No,Yes,No,No,403106.05
614,6,2,2,1,26,Midtown,Furnished,Yes,No,Yes,Yes,No,No,423428.03
1116,1,1,3,2,49,Lakeview,Unfurnished,Yes,Yes,No,Yes,No,No,406153.83
4474,6,2,1,2,29,Lakeview,Unfurnished,Yes,Yes,No,Yes,No,No,1367311.46
3767,4,4,2,2,20,Southend,Unfurnished,Yes,Yes,Yes,No,Yes,Yes,546541.12
1325,4,2,1,2,17,Westside,Furnished,Yes,No,No,Yes,Yes,Yes,454746.32
2016,3,2,2,2,34,Suburban,Furnished,Yes,No,Yes,Yes,No,No,393691.82
3646,5,3,1,0,35,Downtown,Furnished,Yes,Yes,No,Yes,No,Yes,1265393.85
912,4,2,1,2,24,Westside,Semi-Furnished,Yes,No,No,Yes,No,No,358945.7
1228,5,4,3,2,44,Uptown,Furnished,Yes,No,No,Yes,No,No,547255.26
3848,3,2,2,2,12,Eastside,Semi-Furnished,Yes,No,No,No,Yes,No,759201.52
3308,1,1,3,3,9,Northend,Semi-Furnished,Yes,No,No,No,Yes,No,624225.27
1175,6,1,2,0,11,Uptown,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,590270.98
3965,2,3,1,1,21,Suburban,Semi-Furnished,Yes,No,No,Yes,No,No,698905.58
3004,4,4,2,0,4,Midtown,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,955850.9
3467,6,1,3,3,11,Eastside,Semi-Furnished,Yes,Yes,No,Yes,No,No,625699.83
3286,6,1,3,2,7,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,426749.85
1622,3,2,2,0,14,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,722927.96
4579,3,3,1,1,11,Westside,Unfurnished,No,No,No,Yes,No,No,726065.94
2071,6,3,3,1,10,Midtown,Unfurnished,No,Yes,No,No,Yes,Yes,774909.98
2643,4,1,2,3,4,Lakeview,Furnished,Yes,No,No,No,Yes,No,873824.76
2187,2,3,1,2,36,Rural,Unfurnished,Yes,No,No,No,No,Yes,285487.51
4632,1,3,3,3,46,Downtown,Semi-Furnished,Yes,Yes,No,No,Yes,No,1189315.28
4351,4,1,3,0,7,Downtown,Unfurnished,Yes,No,Yes,No,No,No,1130917.99
3940,6,3,1,1,14,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,1076795.53
4266,1,4,2,1,27,Uptown,Unfurnished,Yes,Yes,No,No,No,No,768430.18
2826,3,3,1,1,41,Midtown,Furnished,No,Yes,No,Yes,Yes,Yes,716365.9
3414,6,3,1,3,8,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1003195.26
4452,6,1,1,1,25,Uptown,Unfurnished,No,No,No,No,No,No,985467.64
1095,4,4,2,3,49,Midtown,Semi-Furnished,Yes,No,No,Yes,No,Yes,508737.54
1228,1,4,2,0,16,Lakeview,Furnished,Yes,No,No,Yes,No,No,560190.8
1865,5,3,2,1,32,Midtown,Furnished,Yes,No,No,No,Yes,No,564325.16
4992,5,2,1,1,47,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,450858.11
1198,5,2,3,0,16,Lakeview,Semi-Furnished,No,No,No,No,Yes,No,568292.53
895,6,1,3,1,22,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,437772.87
4671,1,4,2,1,1,Downtown,Furnished,No,No,No,No,Yes,No,1214333.67
4860,5,1,3,1,24,Southend,Unfurnished,Yes,Yes,Yes,Yes,No,No,717991.89
3002,3,2,3,1,41,Uptown,Furnished,Yes,Yes,Yes,Yes,No,No,912942.85
2319,6,3,2,3,17,Eastside,Unfurnished,Yes,Yes,No,No,No,Yes,432315.38
1217,1,1,2,3,10,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,542312.51
3282,3,1,1,1,14,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,922850.28
4077,2,3,1,2,29,Westside,Furnished,Yes,No,No,Yes,Yes,No,892686.58
643,1,1,2,2,3,Downtown,Furnished,Yes,Yes,No,Yes,Yes,Yes,606115.12
3640,5,3,3,2,30,Suburban,Unfurnished,No,No,Yes,No,No,Yes,789629.06
4991,5,1,3,2,32,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,549657.88
3438,6,4,3,1,17,Northend,Unfurnished,Yes,Yes,No,Yes,No,No,644282.93
4136,2,2,2,0,28,Rural,Unfurnished,Yes,Yes,No,No,Yes,Yes,517167.81
3722,6,2,1,0,13,Lakeview,Unfurnished,No,Yes,No,Yes,No,No,1105681.51
1667,4,1,3,1,45,Rural,Furnished,No,Yes,No,No,Yes,Yes,345252.11
3116,2,4,1,0,45,Rural,Furnished,Yes,No,No,Yes,Yes,No,371143.78
1562,5,4,1,3,48,Northend,Unfurnished,Yes,No,Yes,No,Yes,No,315924.3
2656,5,3,3,1,19,Midtown,Furnished,Yes,No,No,Yes,No,Yes,908474.4
3482,4,2,1,3,44,Rural,Unfurnished,Yes,No,Yes,Yes,Yes,No,372032.79
3794,2,2,1,2,19,Lakeview,Furnished,No,No,Yes,Yes,No,No,1001587.9
1656,3,1,1,2,38,Rural,Furnished,No,No,Yes,No,Yes,No,246618.61
1232,2,2,1,1,18,Midtown,Semi-Furnished,No,No,No,No,No,Yes,299320.25
4830,3,4,2,1,34,Northend,Semi-Furnished,Yes,No,No,No,Yes,Yes,617674.52
1453,5,3,1,0,6,Rural,Unfurnished,Yes,No,Yes,Yes,No,No,339207.65
3039,5,4,3,2,24,Eastside,Furnished,No,No,No,Yes,No,Yes,742598.85
3824,2,3,1,2,22,Lakeview,Furnished,Yes,No,No,No,No,No,1166847.58
3801,5,2,2,1,49,Midtown,Furnished,Yes,No,No,Yes,No,No,823822.19
2042,6,1,3,2,40,Westside,Semi-Furnished,Yes,No,No,No,No,No,538430.09
1691,6,3,1,0,20,Downtown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,713710.41
3493,6,3,2,3,41,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,790869.35
3181,4,3,2,1,20,Downtown,Unfurnished,Yes,Yes,No,No,Yes,No,814502.67
1717,1,2,2,0,15,Lakeview,Unfurnished,Yes,No,No,Yes,No,Yes,672461.59
2040,3,4,2,1,22,Uptown,Unfurnished,No,No,Yes,Yes,Yes,No,632714.27
3736,5,3,3,0,44,Midtown,Furnished,No,Yes,No,No,Yes,Yes,1250679.75
2886,3,3,3,3,18,Northend,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,526018.27
4219,2,4,2,0,16,Downtown,Unfurnished,No,No,No,No,Yes,No,1137113.63
1888,4,4,3,0,46,Northend,Furnished,Yes,No,No,Yes,Yes,No,414713.82
2356,3,2,3,2,7,Suburban,Semi-Furnished,Yes,Yes,Yes,No,Yes,Yes,512465.29
1865,5,2,2,0,39,Downtown,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,763870.57
999,1,2,3,1,45,Southend,Semi-Furnished,Yes,No,No,No,Yes,No,256110.16
2180,6,4,2,1,3,Southend,Furnished,Yes,No,No,Yes,No,No,502156.14
1010,4,1,3,2,31,Lakeview,Unfurnished,Yes,No,Yes,Yes,No,No,461014.98
4812,2,4,1,2,17,Suburban,Semi-Furnished,Yes,No,No,Yes,No,Yes,966321.34
1824,5,4,1,2,19,Downtown,Unfurnished,Yes,No,No,Yes,No,No,613391.44
1655,4,1,1,3,11,Suburban,Semi-Furnished,No,No,Yes,Yes,No,No,406715.67
2327,5,2,3,1,41,Midtown,Semi-Furnished,No,Yes,Yes,No,Yes,Yes,514179.61
3641,2,1,1,2,31,Westside,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,798444.4
3986,2,3,3,3,0,Northend,Furnished,Yes,No,No,Yes,No,No,850424.35
2310,1,4,1,1,23,Southend,Furnished,Yes,No,No,Yes,No,No,357503.33
3423,4,4,1,2,13,Midtown,Furnished,Yes,No,Yes,No,Yes,No,859890.81
2714,1,1,2,3,16,Eastside,Unfurnished,Yes,No,No,No,Yes,Yes,538174.78
4686,1,1,1,1,47,Downtown,Furnished,Yes,Yes,No,Yes,No,No,967319.21
1213,1,3,3,3,13,Midtown,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,564993.99
4102,6,2,1,0,29,Rural,Semi-Furnished,No,Yes,No,Yes,Yes,No,526708.92
4634,3,3,3,1,8,Eastside,Unfurnished,Yes,Yes,Yes,No,No,No,837594.34
4022,2,3,2,2,38,Eastside,Unfurnished,No,Yes,Yes,Yes,Yes,Yes,685795.9
4768,1,4,3,2,9,Westside,Semi-Furnished,Yes,Yes,No,Yes,No,No,873101.09
1743,3,4,2,2,41,Northend,Furnished,Yes,No,No,No,Yes,Yes,375756.26
4209,3,4,2,1,48,Midtown,Furnished,Yes,No,No,Yes,No,No,915246.68
1581,3,4,2,2,8,Southend,Unfurnished,Yes,No,No,No,Yes,No,473230.4
955,1,3,2,0,27,Rural,Unfurnished,Yes,No,No,No,Yes,Yes,177836.16
1394,3,4,1,0,11,Eastside,Furnished,No,No,No,No,No,Yes,360287.08
1884,1,2,3,3,42,Southend,Unfurnished,Yes,Yes,No,Yes,No,No,399393.1
2458,4,4,1,1,41,Downtown,Semi-Furnished,No,No,Yes,Yes,Yes,No,608373.56
3572,2,1,2,2,29,Lakeview,Furnished,No,Yes,No,Yes,No,No,1079141.02
2496,5,4,1,1,36,Westside,Unfurnished,Yes,Yes,No,Yes,No,Yes,649190.92
4785,1,4,2,0,15,Northend,Furnished,Yes,No,Yes,Yes,No,No,677375.84
1004,2,3,2,0,19,Eastside,Furnished,Yes,No,No,No,No,No,229462.78
1714,1,3,3,2,0,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,1058221.7
2031,6,1,1,0,49,Westside,Unfurnished,Yes,Yes,No,No,Yes,No,415167.47
3940,4,1,2,3,46,Northend,Furnished,Yes,Yes,No,Yes,No,Yes,568644.83
1323,2,3,3,0,7,Southend,Semi-Furnished,Yes,Yes,Yes,Yes,No,Yes,537338.77
1428,2,3,3,0,9,Lakeview,Semi-Furnished,No,No,No,Yes,No,No,620095.6
633,3,4,2,3,16,Uptown,Semi-Furnished,Yes,No,No,No,No,Yes,343527.71
2605,1,3,3,2,21,Southend,Furnished,Yes,No,Yes,No,No,No,515944.58
4127,1,1,3,2,3,Uptown,Furnished,Yes,No,No,Yes,Yes,No,1119220.66
2352,5,3,1,1,12,Eastside,Furnished,Yes,No,Yes,Yes,Yes,No,566300.69
4675,3,2,3,1,26,Lakeview,Unfurnished,No,No,No,Yes,Yes,Yes,1104382.35
3433,3,1,1,0,8,Southend,Unfurnished,Yes,No,No,No,Yes,No,422101.97
3784,5,2,1,3,3,Midtown,Semi-Furnished,Yes,No,No,No,No,Yes,947918.64
4798,3,1,2,2,0,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,777869.77
3311,3,3,2,3,47,Uptown,Furnished,Yes,No,No,Yes,No,No,759569.88
1750,4,1,3,2,2,Downtown,Semi-Furnished,No,No,No,No,Yes,Yes,730246.28
4012,6,1,3,0,12,Southend,Furnished,Yes,Yes,Yes,No,No,No,889984.48
1756,2,3,1,1,19,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,335074.31
3876,5,1,2,3,11,Rural,Semi-Furnished,No,No,No,Yes,No,Yes,492577.93
3986,4,3,1,3,17,Northend,Semi-Furnished,No,No,No,Yes,Yes,Yes,468466.72
4084,6,4,2,2,3,Lakeview,Semi-Furnished,Yes,No,No,No,No,No,1285538.88
1896,4,3,2,0,20,Westside,Semi-Furnished,Yes,No,No,Yes,No,Yes,520713.02
4137,4,1,1,1,39,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,1061740.7
3830,3,2,2,3,31,Midtown,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1029445.33
3203,6,3,2,3,10,Eastside,Furnished,No,Yes,No,Yes,No,No,785770.75
970,6,3,3,0,47,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,265854.7
1853,5,3,3,3,30,Uptown,Semi-Furnished,Yes,No,No,Yes,No,No,730982.62
3283,3,3,3,3,37,Downtown,Semi-Furnished,Yes,No,Yes,No,No,No,856773.18
3331,3,2,2,0,25,Downtown,Unfurnished,Yes,Yes,Yes,No,No,Yes,864398.11
857,4,3,1,2,3,Downtown,Unfurnished,Yes,Yes,No,Yes,No,Yes,563819.94
3519,1,2,1,3,7,Suburban,Unfurnished,Yes,Yes,No,No,Yes,Yes,619665.24
1167,5,2,1,3,46,Midtown,Furnished,Yes,Yes,No,Yes,No,No,439604.82
4968,5,3,1,3,25,Rural,Furnished,Yes,Yes,Yes,Yes,Yes,Yes,767342.68
1645,4,1,3,1,40,Suburban,Furnished,Yes,No,No,No,No,No,428224.69
4685,4,4,2,1,37,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,938348.2
4219,2,2,3,1,16,Westside,Unfurnished,Yes,No,No,Yes,Yes,No,674495.68
3245,4,1,1,0,5,Suburban,Semi-Furnished,Yes,Yes,No,Yes,No,No,475379.37
1039,3,4,1,2,13,Uptown,Semi-Furnished,Yes,No,No,No,Yes,No,406244.96
3279,4,3,1,2,8,Midtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,942346.12
4636,5,1,3,2,37,Eastside,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,815330.16
4275,1,4,2,2,2,Uptown,Furnished,Yes,No,No,Yes,Yes,No,1027417.86
3008,1,1,1,2,48,Lakeview,Furnished,Yes,No,No,Yes,No,No,758396.85
3279,3,3,2,0,0,Eastside,Furnished,Yes,No,No,Yes,No,No,471865.37
1424,1,4,2,0,1,Uptown,Semi-Furnished,No,Yes,Yes,Yes,No,No,558461.24
3456,4,1,3,3,10,Eastside,Unfurnished,Yes,No,No,No,No,Yes,682343.45
2081,1,4,3,3,37,Midtown,Unfurnished,Yes,No,Yes,Yes,No,No,636764.98
3824,4,3,2,3,9,Midtown,Unfurnished,Yes,No,Yes,Yes,No,Yes,1265753.94
4985,6,1,2,2,21,Lakeview,Furnished,Yes,No,No,Yes,Yes,No,1604266.25
755,2,2,3,0,38,Uptown,Furnished,Yes,No,No,No,No,Yes,314186.31
2338,5,4,2,0,39,Uptown,Unfurnished,No,No,No,Yes,No,No,553448.1
2444,6,4,2,1,40,Westside,Semi-Furnished,Yes,No,No,No,Yes,Yes,639275.1
509,3,4,2,2,29,Midtown,Unfurnished,Yes,No,No,No,Yes,No,232755.55
3371,2,4,1,0,8,Downtown,Unfurnished,No,No,No,Yes,No,No,701445.44
1297,1,4,1,1,19,Lakeview,Furnished,Yes,No,No,Yes,Yes,No,561333.68
1515,3,4,3,0,3,Suburban,Furnished,Yes,No,Yes,Yes,No,No,496901.95
2324,4,3,1,0,38,Uptown,Furnished,Yes,No,No,Yes,Yes,Yes,624642.78
4969,2,1,3,1,10,Eastside,Semi-Furnished,Yes,No,No,No,Yes,No,724937.38
3636,5,2,3,3,10,Suburban,Unfurnished,No,No,Yes,No,Yes,No,666402.62
